name,type,budgetCode,fiscalYear,source,allocatedBudget,internalBudget,centralBudget,provinceBudget,status
लहान न. पा. १८ हनिफको टोल शोभापुरमा सडक तथा नाला निर्माण कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
गुरुकुल स्कुल देखी भिखारी सरको घरसम्म बाँकी रहेको सडक ढलान,नगर,३११५१,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा नं. ९ श्याम कुमार चौधरी को घर देखि दक्षिण नाला निर्माण कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान १७ को त्रिपित लाल यादव कको घर देखि पश्चिम पी.सि.सि. सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1500000.00,1500000.00,0.00,0.00,NOT_STARTED
लहान २२ को बर्छाबा गाउमा पी.सि.सि.सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
विशाल होटल देखि घण्टा घर सम्म तथा २ नम्वर सडक मालपोत रोड निर्माण तथा सौन्दर्यकरण,नगर,३११५१,2082/83,आन्तरिक,20000000.00,20000000.00,0.00,0.00,NOT_STARTED
वडा नं. ५ मा नथुनी सह को पसल देखि पुर्ब सुरज सह को पसल सम्मम पी.सि.सि. ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न. पां. १८ अचमित लाल चौधरी शोभापुर टोलमा सडक ढलान कार्य,नगर,३११५१,2082/83,प्रदेश,1000000.00,0.00,0.00,1000000.00,NOT_STARTED
पशुपति विधालय देखि उत्तर पश्चिम हुदै दक्षिण तर्फ जाने पहिलो सडक वा टाउन पलानिङ्गको ६५ फिट जोडने बाटो मर्मत सम्भार तथा निर्माण कार्य,नगर,३११५१,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
वडा नं. ५ मा खुर्सेद मिया को घर देखि पश्चिम तैयब मिया को घर सम्म नाला निर्माण र चन्दन गुप्ताको पसल देखि पश्चिम सालब निर्माण कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा न. १० को गुदिगाउ को मेन  पिच सडक देखि पश्चिम अमिरी यादव को घर जाने बाटो मा पी. सि. सि.सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
सडक मर्मत सम्भार कार्य लहान न पा - १० ग्रामिण चौक देखि उत्तर पिच रोड सम्म,नगर,३११५१,2082/83,आन्तरिक,4864071.00,4864071.00,0.00,0.00,NOT_STARTED
लहान न पा २१ बेतहा टोलमा PCC सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा न. १० मा वडा कार्यालय देखि उतर मेन रोड सम्म सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,2000000.00,2000000.00,0.00,0.00,NOT_STARTED
लहान न पा १७ गोविन्दपुर इदगाह नजिक पुल तथा मर्मत कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. १५ मा सामुदायिक भबन निर्माण कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा २४ खेसराहा टोलमा सडक ढलान कार्य,नगर,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
वडा नं. २ बिन्देश्वर महतोको घर देखि शिब कुमार साहको घर सम्म पी. सि. सि. ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान १७ को मो.सेराजको घर देखि पश्चिम पी.सि.सि. सडक ढलान कार्य,नगर,३११५१,2082/83,संध,5000000.00,0.00,5000000.00,0.00,NOT_STARTED
विशाल होटल देखि घण्टा घर सम्म तथा २ नम्वर सडक मालपोत रोड निर्माण तथा सौन्दर्यकरण,नगर,३११५१,2082/83,आन्तरिक,20000000.00,20000000.00,0.00,0.00,NOT_STARTED
वडा नं. ८ राजकुमार सिंह घर नजिक पि सि सि सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा नं. १६ उद्हब लामाको गफहर देखि उतर देबेन्द्र यादवको घर सम्म पी.सि.सि.सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,700000.00,700000.00,0.00,0.00,NOT_STARTED
नगर विकास क्षेत्र भित्रका सडकहरु मर्मत तथा ग्राभेल कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
लहान न पा २२ बर्छवामा नाला तथा सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. 22 जहदी उतराबरी टोल कपिल यादवको घर देखि दक्षिणवारि टोल जहदी सम्म पी.सि.सि.सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,2000000.00,2000000.00,0.00,0.00,NOT_STARTED
वडा नं. १ सत्यनारायण यादवको घर नाजिम सडक तथा नाला निर्माण कार्य कृष्ण टोलमा,नगर,३११५१,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
लहान न पा भरीको मुल सडक मर्मत तथा सम्भार कार्य,नगर,३११५१,2082/83,आन्तरिक,10000000.00,10000000.00,0.00,0.00,NOT_STARTED
लहान न पा १८ मुसहरी देखी रौदी चौधरी घर सम्म सडक मर्मत तथा ग्राभेल कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा न.१ को सन्तोष थापा को घर नजिक पी. सि. सि. सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा नं. 3 बिहरपुर बिकर्म चौ.को घर जाने बाटोमा पाकी नाला तथा अधुरो सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. 13 बलराम महतोको घर देखि सत्यनारायण यादव को घर सम्म सडक ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. १ कृष्ण टोल स्थित राम ध्यान यादव को घर देखि दक्षिण डा.बिरेन्द्र यादव को घर हुदै कल्पना चौ.को सम्म नाला तथा सालब निर्माण कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
वडा नं. 1 र वडा.न. २ को सिमाना मोडेल स्कुल को अगाडी भावरा नदिमा पुल निर्माण तथा सेड वाल,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
श्री सडक ढलमा कार्य उ.स लहान २४ (राय टोलमा सडक ढलान कार्य),नगर,३११५१,2082/83,आन्तरिक,1454815.00,1454815.00,0.00,0.00,NOT_STARTED
वडा नं. 16 श्री महतोको घर देखि उतर नहरको कल्भर्ट सम्म पी.सि.सि. ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1250000.00,1250000.00,0.00,0.00,NOT_STARTED
वडा नं. १ मटिवरबा टोल स्थित बिनोद महतो को घर देखि पश्चिम रबिन महतो को घर सम्म सडक मा पेभिंग तथा ढलान कार्य,नगर,३११५१,2082/83,आन्तरिक,1000000.00,1000000.00,0.00,0.00,NOT_STARTED
